,BugID,CommitDate,Summary
22795,FLINK-6376,Collect,"when deploy flink cluster on the yarn, it is lack of hdfs delegation token."
22796,FLINK-6384,Collect,PythonStreamer does not close python processes
22797,FLINK-6394,Collect,GroupCombine reuses instances even though object reuse is disabled
22798,FLINK-6396,Collect,FsSavepointStreamFactoryTest fails on Windows
22799,FLINK-6397,Collect,MultipleProgramsTestBase does not reset ContextEnvironment
22800,FLINK-6398,Collect,RowSerializer s duplicate should always return a new instance
22801,FLINK-6401,Collect,RocksDBPerformanceTest.testRocksDbRangeGetPerformance fails on Travis
22802,FLINK-6404,Collect,Ensure PendingCheckpoint is registered when calling Checkpoint Hooks
22803,FLINK-6409,Collect,TUMBLE/HOP/SESSION_START/END do not resolve time field correctly
22804,FLINK-6411,Collect,YarnApplicationMasterRunner should not interfere with RunningJobsRegistry
22805,FLINK-6416,Collect,Potential divide by zero issue in InputGateMetrics#refreshAndGetAvg()
22806,FLINK-6422,Collect,Unreachable code in FileInputFormat#createInputSplits
22807,FLINK-6427,Collect,BucketingSink does not sync file length in case of cancel
22808,FLINK-6434,Collect,There may be allocatedSlots leak in SlotPool
22809,FLINK-6435,Collect,AsyncWaitOperator does not handle exceptions properly
22810,FLINK-6436,Collect,Bug in CommonCorrelate s generateCollector method when using udtf with udf
22811,FLINK-6439,Collect,Unclosed InputStream in OperatorSnapshotUtil#readStateHandle()
22812,FLINK-6440,Collect,Noisy logs from metric fetcher
22813,FLINK-6445,Collect,Fix NullPointerException in CEP pattern without condition
22814,FLINK-6463,Collect,Throw exception when NOT-NEXT is after OPTIONAL
22815,FLINK-6464,Collect,Metric name is not stable
22816,FLINK-6474,Collect,Potential loss of precision in 32 bit integer multiplication
22817,FLINK-6479,Collect,Fix IndexOutOfBoundsException bug
22818,FLINK-6486,Collect,Pass RowTypeInfo to CodeGenerator instead of CRowTypeInfo 
22819,FLINK-6491,Collect,Add QueryConfig to specify state retention time for streaming queries
22820,FLINK-6492,Collect,Unclosed DataOutputViewStream in GenericArraySerializerConfigSnapshot#write()
22821,FLINK-6493,Collect,Ineffective null check in RegisteredOperatorBackendStateMetaInfo#equals()
22822,FLINK-6509,Collect,TestingListener might miss JobLeader notifications
22823,FLINK-6515,Collect,KafkaConsumer checkpointing fails because of ClassLoader issues
22824,FLINK-6517,Collect,Support multiple consecutive windows
22825,FLINK-6520,Collect,FlinkKafkaConsumer09+ does not overwrite props to disable auto commit offsets when commit mode is OffsetCommitMode.ON_CHECKPOINTS
22826,FLINK-6530,Collect,Unclosed Response in DatadogHttpClient#validateApiKey()
22827,FLINK-6531,Collect,Deserialize checkpoint hooks with user classloader
22828,FLINK-6536,Collect,Improve error message in SharedBuffer::put()
22829,FLINK-6537,Collect,Umbrella issue for fixes to incremental snapshots
22830,FLINK-6541,Collect,Jar upload directory not created
22831,FLINK-6548,Collect,AvroOutputFormatTest fails on Windows
22832,FLINK-6561,Collect,GlobFilePathFilterTest#testExcludeFilenameWithStart fails on Windows
22833,FLINK-6562,Collect,Support implicit table references for nested fields in SQL
22834,FLINK-6563,Collect,Expose time indicator attributes in the KafkaTableSource
22835,FLINK-6567,Collect,ExecutionGraphMetricsTest fails on Windows CI
22836,FLINK-6574,Collect,Support nested catalogs in ExternalCatalog
22837,FLINK-6578,Collect,SharedBuffer creates self-loops when having elements with same value/timestamp.
22838,FLINK-6579,Collect,Add proper support for BasicArrayTypeInfo
22839,FLINK-6581,Collect,Dynamic property parsing broken for YARN
22840,FLINK-6583,Collect,Enable QueryConfig in count base GroupWindow
22841,FLINK-6586,Collect,InputGateMetrics#refreshAndGetMin returns Integer.MAX_VALUE for local channels
22842,FLINK-6587,Collect,Java Table API cannot parse function names starting with keywords
22843,FLINK-6593,Collect,Fix Bug in ProctimeAttribute or RowtimeAttribute with CodeGenerator
22844,FLINK-6598,Collect,Remove useless param rowRelDataType of DataStreamGroupAggregate.
22845,FLINK-6602,Collect,Table source with defined time attributes allows empty string
22846,FLINK-6604,Collect,Remove Java Serialization from the CEP library.
22847,FLINK-6606,Collect,Create checkpoint hook with user classloader
22848,FLINK-6609,Collect,Wrong version assignment when multiple TAKEs transitions
22849,FLINK-6610,Collect,"WebServer could not be created,when set the ""jobmanager.web.submit.enable"" to false"
22850,FLINK-6612,Collect,ZooKeeperStateHandleStore does not guard against concurrent delete operations
22851,FLINK-6614,Collect,Applying function on window auxiliary function fails
22852,FLINK-6615,Collect,tmp directory not cleaned up on shutdown
22853,FLINK-6623,Collect,BlobCacheSuccessTest fails on Windows
22854,FLINK-6624,Collect,SharedBuffer#hashCode() uses multiplier in wrong way
22855,FLINK-6629,Collect,ClusterClient cannot submit jobs to HA cluster if address not set in configuration
22856,FLINK-6634,Collect,NFA serializer does not serialize the ComputationState counter.
22857,FLINK-6635,Collect,ClientConnectionTest is broken because the ClusterClient lazily connects to the JobManager
22858,FLINK-6641,Collect,HA recovery on YARN: ClusterClient calls HighAvailabilityServices#closeAndCleanupAll
22859,FLINK-6642,Collect,EnvInformation#getOpenFileHandlesLimit should return -1 for Windows
22860,FLINK-6644,Collect,Don t register HUP unix signal handler on Windows
22861,FLINK-6646,Collect,YARN session doesn t work with HA
22862,FLINK-6651,Collect,Clearing registeredStates map should be protected in SharedStateRegistry#clear
22863,FLINK-6652,Collect,Problem with DelimitedInputFormat
22864,FLINK-6655,Collect,Misleading error message when HistoryServer path is empty
22865,FLINK-6656,Collect,Migrate CEP PriorityQueue to MapState
22866,FLINK-6658,Collect,Use scala Collections in scala CEP API
22867,FLINK-6659,Collect,"RocksDBMergeIteratorTest, SavepointITCase leave temporary directories behind"
22868,FLINK-6662,Collect,ClassNotFoundException: o.a.f.r.j.t.JobSnapshottingSettings recovering job
22869,FLINK-6671,Collect,RocksDBStateBackendTest.testCancelRunningSnapshot unstable
22870,FLINK-6685,Collect,SafetyNetCloseableRegistry is closed prematurely in Task::triggerCheckpointBarrier
22871,FLINK-6690,Collect,Rescaling broken
22872,FLINK-6702,Collect,SIGABRT after CEPOperatorTest#testCEPOperatorSerializationWRocksDB() during GC
22873,FLINK-6704,Collect,Cannot disable YARN user jar inclusion
22874,FLINK-6714,Collect,Operator state backend should set user classloader as context classloader when snapshotting
22875,FLINK-6742,Collect,Improve error message when savepoint migration fails due to task removal
22876,FLINK-6744,Collect,Flaky ExecutionGraphSchedulingTest
22877,FLINK-6772,Collect,Incorrect ordering of matched state events in Flink CEP
22878,FLINK-6775,Collect,StateDescriptor cannot be shared by multiple subtasks
22879,FLINK-6780,Collect,ExternalTableSource should add time attributes in the row type
22880,FLINK-6783,Collect,Wrongly extracted TypeInformations for WindowedStream::aggregate
22881,FLINK-6785,Collect,Ineffective checks in MetricRegistryTest
22882,FLINK-6801,Collect,PojoSerializerConfigSnapshot cannot deal with missing Pojo fields
22883,FLINK-6804,Collect,Inconsistent state migration behaviour between different state backends
22884,FLINK-6808,Collect,Stream join fails when checkpointing is enabled
22885,FLINK-6816,Collect,Fix wrong usage of Scala string interpolation in Table API
22886,FLINK-6817,Collect,Fix NPE when preceding is not set in OVER window
22887,FLINK-6833,Collect,Race condition: Asynchronous checkpointing task can fail completed StreamTask
22888,FLINK-6834,Collect,Over window doesn t support complex calculation
22889,FLINK-6837,Collect,"Fix a small error message bug, And improve some message info."
22890,FLINK-6844,Collect,TraversableSerializer should implement compatibility methods
22891,FLINK-6853,Collect,Migrating from Flink 1.1 fails for FlinkCEP
22892,FLINK-6867,Collect,Elasticsearch 1.x ITCase still instable due to embedded node instability
22893,FLINK-6869,Collect,Scala serializers do not have the serialVersionUID specified
22894,FLINK-6876,Collect,The comment of DataStream#assignTimestampsAndWatermarks is incorrect
22895,FLINK-6881,Collect,Creating a table from a POJO and defining a time attribute fails
22896,FLINK-6883,Collect,Serializer for collection of Scala case classes are generated with different anonymous class names in 1.3
22897,FLINK-6884,Collect,Incompatible TableSource#getReturnType and actual input type should fail faster
22898,FLINK-6886,Collect,"Fix Timestamp field can not be selected in event time case when  toDataStream[T], `T` not a `Row` Type."
22899,FLINK-6888,Collect,Can not determine TypeInformation of ACC type of AggregateFunction when ACC is a Scala case/tuple class
22900,FLINK-6899,Collect,Wrong state array size in NestedMapsStateTable
22901,FLINK-6918,Collect,Failing tests: ChainLengthDecreaseTest and ChainLengthIncreaseTest
22902,FLINK-6921,Collect,EnumValueSerializer cannot properly handle appended enum values
22903,FLINK-6922,Collect,Enum(Value)SerializerConfigSnapshot uses Java serialization to store enum values
22904,FLINK-6930,Collect,Selecting window start / end on row-based Tumble/Slide window causes NPE
22905,FLINK-6941,Collect,Selecting window start / end on over window causes field not resolve exception
22906,FLINK-6943,Collect,Improve exceptions within TypeExtractionUtils#getSingleAbstractMethod
22907,FLINK-6945,Collect,TaskCancelAsyncProducerConsumerITCase.testCancelAsyncProducerAndConsumer instable test case
22908,FLINK-6948,Collect,EnumValueSerializer cannot handle removed enum values
22909,FLINK-6956,Collect,Table examples broken
22910,FLINK-6964,Collect,Fix recovery for incremental checkpoints in StandaloneCompletedCheckpointStore
22911,FLINK-6987,Collect,TextInputFormatTest fails when run in path containing spaces
22912,FLINK-6996,Collect,FlinkKafkaProducer010 doesn t guarantee at-least-once semantic
22913,FLINK-7005,Collect,Optimization steps are missing for nested registered tables
22914,FLINK-7011,Collect,Instable Kafka testStartFromKafkaCommitOffsets failures on Travis
22915,FLINK-7012,Collect,remove user-JAR upload when disposing a savepoint the old way
22916,FLINK-7021,Collect,Flink Task Manager hangs on startup if one Zookeeper node is unresolvable
22917,FLINK-7025,Collect,Using NullByteKeySelector for Unbounded ProcTime NonPartitioned Over
22918,FLINK-7038,Collect,"Several misused ""KeyedDataStream"" term in docs and Javadocs"
22919,FLINK-7041,Collect,Deserialize StateBackend from JobCheckpointingSettings with user classloader
22920,FLINK-7042,Collect,Fix jar file discovery in YARN tests
22921,FLINK-7061,Collect,Fix quantifier range starting from 0
22922,FLINK-7063,Collect,test instability in OperatorStateBackendTest.testSnapshotAsyncCancel
22923,FLINK-7066,Collect,"Kafka integration tests failing in ""airplane mode"""
22924,FLINK-7067,Collect,Cancel with savepoint does not restart checkpoint scheduler on failure
22925,FLINK-708,Collect,Test Flink with Apache Hadoop 2.4
22926,FLINK-7082,Collect,Flip-6: Generic entry point for Flink sessions
22927,FLINK-7101,Collect,Fix Non-windowed group-aggregate error when using `minIdleStateRetentionTime` config and retract agg
22928,FLINK-7102,Collect,improve ClassLoaderITCase
22929,FLINK-7111,Collect,flink-scala-shell fails on mvn verify
22930,FLINK-7123,Collect,Support timesOrMore in CEP
22931,FLINK-7124,Collect,Allow to rescale JobGraph on JobManager
22932,FLINK-7126,Collect,Support Distinct for Stream SQL and Table API
22933,FLINK-7132,Collect,Fix BulkIteration parallelism
22934,FLINK-7137,Collect,Flink table API defaults top level fields as nullable and all nested fields within CompositeType as non-nullable
22935,FLINK-7143,Collect,Partition assignment for Kafka consumer is not stable
22936,FLINK-7153,Collect,Eager Scheduling can t allocate source for ExecutionGraph correctly
22937,FLINK-7161,Collect,Fix misusage of Double.MIN_VALUE and Float.MIN_VALUE
22938,FLINK-7170,Collect,Fix until condition when the contiguity is strict
22939,FLINK-7197,Collect,Missing call to GraphAlgorithmWrappingBase#canMergeConfigurationWith()
22940,FLINK-7199,Collect,Graph simplification does not set parallelism
22941,FLINK-7212,Collect,JobManagerLeaderSessionIDITSuite not executed
22942,FLINK-7216,Collect,ExecutionGraph can perform concurrent global restarts to scheduling
22943,FLINK-7221,Collect,JDBCOutputFormat swallows errors on last batch
22944,FLINK-7222,Collect,Kafka010ITCase fails on windows
22945,FLINK-7225,Collect,Cutoff exception message in StateDescriptor
22946,FLINK-7226,Collect,REST responses contain invalid content-encoding header
22947,FLINK-7227,Collect,OR expression with more than 2 predicates is not pushed into a TableSource
22948,FLINK-7231,Collect,SlotSharingGroups are not always released in time for new restarts
22949,FLINK-7234,Collect,Fix CombineHint documentation
22950,FLINK-7240,Collect,Externalized RocksDB can fail with stackoverflow
22951,FLINK-7248,Collect,Invalid checkRestoredNullCheckpointWhenFetcherNotReady test in FlinkKafkaConsumerBaseTest
22952,FLINK-7258,Collect,IllegalArgumentException in Netty bootstrap with large memory state segment size
22953,FLINK-7266,Collect,Don t attempt to delete parent directory on S3
22954,FLINK-7268,Collect,Zookeeper Checkpoint Store interacting with Incremental State Handles can lead to loss of handles
22955,FLINK-7273,Collect,Gelly tests with empty graphs
22956,FLINK-7279,Collect,MiniCluster can deadlock at shut down
22957,FLINK-7280,Collect,Wrong clearing SharedBuffer of Equal elements with same Timestamp
22958,FLINK-7283,Collect,PythonPlanBinderTest issues with python paths
22959,FLINK-7294,Collect,mesos.resourcemanager.framework.role not working
22960,FLINK-7300,Collect,End-to-end tests are instable on Travis
22961,FLINK-7306,Collect,function notFollowedBy in CEP  dont  return  a  Pattern  object
22962,FLINK-7309,Collect,NullPointerException in CodeGenUtils.timePointToInternalCode() generated code
22963,FLINK-7338,Collect,User Defined aggregation with constants causes error under in lowerbound over window extraction
22964,FLINK-7343,Collect,Kafka010ProducerITCase instability
22965,FLINK-7346,Collect,EventTimeWindowCheckpointingITCase.testPreAggregatedSlidingTimeWindow killed by maven watchdog on Travis
22966,FLINK-7352,Collect,ExecutionGraphRestartTest timeouts
22967,FLINK-7354,Collect,test instability in LocalFlinkMiniClusterITCase#testLocalFlinkMiniClusterWithMultipleTaskManagers
22968,FLINK-7357,Collect,HOP_START() HOP_END() does not work when using HAVING clause with GROUP BY HOP window
22969,FLINK-7362,Collect,CheckpointProperties are not correctly set when restoring savepoint with HA enabled
22970,FLINK-7367,Collect,"Parameterize more configs for FlinkKinesisProducer (RecordMaxBufferedTime, MaxConnections, RequestTimeout, etc)"
22971,FLINK-7368,Collect,MetricStore makes cpu spin at 100%
22972,FLINK-7371,Collect,user defined aggregator assumes nr of arguments smaller or equal than number of row fields
22973,FLINK-7385,Collect,Fix ArrayIndexOutOfBoundsException when object-reuse is enabled  
22974,FLINK-7395,Collect,NumBytesOut metric in RecordWriter call synchronized method
22975,FLINK-7398,Collect,Table API operators/UDFs must not store Logger
22976,FLINK-7400,Collect,off-heap limits set to conservatively in cluster environments
22977,FLINK-7402,Collect,Ineffective null check in NettyMessage#write()
22978,FLINK-7421,Collect,AvroRow(De)serializationSchema not serializable
22979,FLINK-7426,Collect,Table API does not support null values in keys
22980,FLINK-7430,Collect,ContinuousFileReaderOperator swallows exceptions
22981,FLINK-7438,Collect,Some classes are eclipsed by classes in package scala
22982,FLINK-7441,Collect,Double quote string literals is not supported in Table API and SQL
22983,FLINK-7444,Collect,Make external calls non-blocking
22984,FLINK-7451,Collect,Query fails when non-ascii characters are used in string literals
22985,FLINK-7460,Collect,Close all ColumnFamilyHandles when restoring rescaled incremental checkpoints
22986,FLINK-7483,Collect,BlobCache cleanup timer not reset after job re-registration
22987,FLINK-7487,Collect,test instability in ClassLoaderITCase (no resources available)
22988,FLINK-7490,Collect,UDF Agg throws Exception when flink-table is loaded with AppClassLoader
22989,FLINK-7495,Collect,AbstractUdfStreamOperator#initializeState() should be called in AsyncWaitOperator#initializeState()
22990,FLINK-7501,Collect,Generalize leader id of RegisteredRpcConnection
22991,FLINK-7523,Collect,test instability in LocalStreamEnvironmentITCase#testRunIsolatedJob
22992,FLINK-7524,Collect,"Task ""xxx"" did not react to cancelling signal, but is stuck in method"
22993,FLINK-7526,Collect,TaskExecutor should filter out duplicate JobManager gained leadership messages
22994,FLINK-7540,Collect,Akka hostnames are not normalised consistently
22995,FLINK-7547,Collect,o.a.f.s.api.scala.async.AsyncFunction is not declared Serializable
22996,FLINK-7552,Collect,Extend SinkFunction interface with SinkContext
22997,FLINK-7553,Collect,Use new SinkFunction interface in FlinkKafkaProducer010
22998,FLINK-7556,Collect,Fix fetch size configurable in JDBCInputFormat for MySQL Driver
22999,FLINK-7563,Collect,Fix watermark semantics in CEP operators
23000,FLINK-7564,Collect,Fix Watermark semantics in Table API
23001,FLINK-7567,Collect,DataStream#iterate() on env.fromElements() / env.fromCollection() does not work
23002,FLINK-7571,Collect,Execution of TableSources with Time Indicators fails
23003,FLINK-7595,Collect,Removing stateless task from task chain breaks savepoint restore
23004,FLINK-7596,Collect,fix bug when Set Operation handles ANY type
23005,FLINK-7600,Collect,shorten delay of KinesisProducerConfiguration.setCredentialsRefreshDelay() to avoid updateCredentials Exception
23006,FLINK-7609,Collect,WindowWordCount example doesn t print countWindow output with default configs
23007,FLINK-7623,Collect,Detecting whether an operator is restored doesn t work with chained state
23008,FLINK-7629,Collect,Scala stream aggregations should support nested field expressions
23009,FLINK-7637,Collect,FlinkKinesisProducer violates at-least-once guarantees
23010,FLINK-7639,Collect,TaskExecutorITCase is flakey
23011,FLINK-7643,Collect,Configure FileSystems only once
23012,FLINK-7651,Collect,RetryingRegistration does not wait between failed connection attempts
23013,FLINK-7655,Collect,Revisit default non-leader id for FencedRpcEndpoints
23014,FLINK-7656,Collect,Switch to user ClassLoader when invoking initializeOnMaster finalizeOnMaster
23015,FLINK-7657,Collect,SQL Timestamps Converted To Wrong Type By Optimizer Causing ClassCastException
23016,FLINK-7659,Collect,Unprotected access to inProgress in JobCancellationWithSavepointHandlers#handleNewRequest
23017,FLINK-7663,Collect,Allow AbstractRestHandler to handle bad requests
23018,FLINK-7669,Collect,Always load Flink classes through parent ClassLoader
23019,FLINK-7674,Collect,NullPointerException in ContinuousFileMonitoringFunction close
23020,FLINK-7675,Collect,LatestCompletedCheckpointExternalPathGauge should check if external path is exist
23021,FLINK-7678,Collect,SQL UserDefineTableFunction does not take CompositeType input correctly
23022,FLINK-7698,Collect,Join with null literals leads to NPE
23023,FLINK-7700,Collect,State merging in RocksDB backend leaves old state
23024,FLINK-7701,Collect,IllegalArgumentException in Netty bootstrap with small memory state segment size
23025,FLINK-7721,Collect,StatusWatermarkValve should output a new min watermark only if it was aggregated from aligned chhanels
23026,FLINK-7723,Collect,DispatcherTest instable
23027,FLINK-7728,Collect,StatusWatermarkValve has different min watermark advancement behavior depending on the ordering inputs become idle
23028,FLINK-7732,Collect,Invalid offset to commit in Kafka
23029,FLINK-7734,Collect,test instability in ResourceManagerTest
23030,FLINK-7736,Collect,Fix some of the alerts raised by lgtm.com
23031,FLINK-7737,Collect,"On HCFS systems, FSDataOutputStream does not issue hsync only hflush which leads to data loss"
23032,FLINK-7742,Collect,Fix array access might be out of bounds
23033,FLINK-7755,Collect,Null values are not correctly handled by batch inner and outer joins
23034,FLINK-7757,Collect,RocksDB lock is too strict and can block snapshots in synchronous phase
23035,FLINK-7759,Collect,Fix Bug that fieldName with Boolean prefix can t be parsed by ExpressionParser.
23036,FLINK-7763,Collect,"TableSinkITCase fails with ""object reuse"" enabled"
23037,FLINK-7764,Collect,"FlinkKafkaProducer010 does not accept name, uid, or parallelism"
23038,FLINK-7772,Collect,Test instability in BlobCacheDeleteTest
23039,FLINK-7773,Collect,Test instability in UtilsTest#testYarnFlinkResourceManagerJobManagerLostLeadership
23040,FLINK-7774,Collect,Deserializers are not cleaned up when closing input streams
23041,FLINK-7784,Collect,Don t fail TwoPhaseCommitSinkFunction when failing to commit
23042,FLINK-7785,Collect,DispatcherTest failure
23043,FLINK-7790,Collect,Unresolved query parameters are not omitted from request
23044,FLINK-7792,Collect,CliFrontend tests suppress logging
23045,FLINK-7793,Collect,SlotManager releases idle TaskManager in standalone mode
23046,FLINK-7802,Collect,Exception occur when empty field collection was pushed into CSVTableSource
23047,FLINK-7804,Collect,YarnResourceManager does not execute AMRMClientAsync callbacks in main thread
23048,FLINK-7807,Collect,HandlerUtils methods should log errors
23049,FLINK-7808,Collect,JobDetails constructor should check length of tasksPerState array
23050,FLINK-7818,Collect,Synchronize MetricStore access in the TaskManagersHandler
23051,FLINK-7837,Collect,AggregatingFunction does not work with immutable types
23052,FLINK-7838,Collect,Kafka011ProducerExactlyOnceITCase do not finish
23053,FLINK-7844,Collect,Fine Grained Recovery triggers checkpoint timeout failure
23054,FLINK-7845,Collect,Netty Exception when submitting batch job repeatedly
23055,FLINK-7870,Collect,SlotPool should cancel the slot request to RM if not need any more.
23056,FLINK-7871,Collect,SlotPool should release its unused slot to RM
23057,FLINK-7875,Collect,StaticFileServer should not reuse the tmp dir
23058,FLINK-7880,Collect,flink-queryable-state-java fails with core-dump
23059,FLINK-7898,Collect,TaskExecutorTest.testTriggerRegistrationOnLeaderChange fails on Travis
23060,FLINK-7899,Collect,SlotManagerTest.testTaskManagerTimeoutDoesNotRemoveSlots flaky on Travis
23061,FLINK-7902,Collect,TwoPhaseCommitSinkFunctions should use custom TypeSerializer
23062,FLINK-7917,Collect,The return of taskInformationOrBlobKey should be placed inside synchronized in ExecutionJobVertex
23063,FLINK-7922,Collect,leastRestrictive in FlinkTypeFactory does not resolve composite type correctly
23064,FLINK-7933,Collect,Test instability PrometheusReporterTest
23065,FLINK-7939,Collect,DataStream of atomic type cannot be converted to Table with time attributes
23066,FLINK-7942,Collect,NPE when apply FilterJoinRule
23067,FLINK-7943,Collect,OptionalDataException when launching Flink jobs concurrently
23068,FLINK-7949,Collect,AsyncWaitOperator is not restarting when queue is full
23069,FLINK-795,Collect,Possibly extend the cost model of the optimizer
23070,FLINK-7960,Collect,ExecutionGraphRestartTest fails sporadically
23071,FLINK-7968,Collect,Deduplicate serializer classes between runtime and queryable state
23072,FLINK-7971,Collect,Fix potential NPE with inconsistent state
23073,FLINK-7973,Collect,Fix service shading relocation for S3 file systems
23074,FLINK-7974,Collect,AbstractServerBase#shutdown does not wait for shutdown completion
23075,FLINK-7975,Collect,Queryable state client does not wait for shutdown completion
23076,FLINK-7978,Collect,Kafka011 exactly-once Producer sporadically fails to commit under high parallelism
23077,FLINK-7988,Collect,HadoopS3FileSystemITCase leaves test directories behind in S3
23078,FLINK-7989,Collect,flink-dist jar is deployed twice onto YARN
23079,FLINK-7994,Collect,Remove direct curator dependency from flink-mesos
23080,FLINK-7998,Collect,Make case classes in TPCHQuery3.java public to allow dynamic instantiation
23081,FLINK-8001,Collect,Mark Kafka Consumer as idle if it doesn t have partitions
23082,FLINK-8002,Collect,Incorrect join window boundaries for LESS_THAN and GREATER_THAN predicates
23083,FLINK-8005,Collect,Snapshotting FlinkKafkaProducer011 fails due to ClassLoader issues
23084,FLINK-8007,Collect,Move TestMeter class to test scope
23085,FLINK-8012,Collect,Table with time attribute cannot be written to CsvTableSink
23086,FLINK-8013,Collect,Check of AggregateFunction merge function signature is too strict.
23087,FLINK-8022,Collect,Kafka at-least-once tests fail occasionally
23088,FLINK-8040,Collect,Test instability ResourceGuard#testCloseBlockIfAcquired
23089,FLINK-8049,Collect,RestClient#shutdown() ignores exceptions thrown when shutting down netty.
23090,FLINK-8050,Collect,RestServer#shutdown() ignores exceptions thrown when shutting down netty.
23091,FLINK-8067,Collect,User code ClassLoader not set before calling ProcessingTimeCallback
23092,FLINK-8073,Collect,Test instability FlinkKafkaProducer011ITCase.testScaleDownBeforeFirstCheckpoint()
23093,FLINK-8086,Collect,FlinkKafkaProducer011 can permanently fail in recovery through ProducerFencedException
23094,FLINK-8096,Collect,Fix time material issue when write to TableSink
23095,FLINK-8108,Collect,Wrong args bound check in PythonPlanBinder
23096,FLINK-8109,Collect,PythonPlanBinder should check for script existence
23097,FLINK-8114,Collect,NO-arg scripts are given an empty string as argument
23098,FLINK-8116,Collect,Stale comments referring to Checkpointed interface
23099,FLINK-8120,Collect,Cannot access Web UI from YARN application overview in FLIP-6 mode
23100,FLINK-8126,Collect,Update and fix checkstyle
23101,FLINK-8132,Collect,FlinkKafkaProducer011 can commit incorrect transaction during recovery
23102,FLINK-8136,Collect,Cast exception error on Flink SQL when using DATE_FORMAT
23103,FLINK-8138,Collect,Race in TaskAsyncCallTest leads to test time out
23104,FLINK-8145,Collect,IOManagerAsync not properly shut down in various tests
23105,FLINK-8146,Collect,Potential resource leak in PythonPlanBinder#unzipPythonLibrary
23106,FLINK-8148,Collect,Test instability in YarnFileStageTest
23107,FLINK-8150,Collect,WebUI in FLIP-6 mode exposes TaskManagerConnection IDs as TaskManager IDs
23108,FLINK-8151,Collect,[Table] Map equality check to use entrySet equality
23109,FLINK-8161,Collect,Flakey YARNSessionCapacitySchedulerITCase on Travis
23110,FLINK-8165,Collect,ParameterTools not serializable properly
23111,FLINK-8167,Collect,Failing WikipediaEditsSourceTest on Travis
23112,FLINK-8173,Collect,Fix input unboxing and support Avro Utf8 in Table API
23113,FLINK-8174,Collect,Mesos RM unable to accept offers for unreserved resources
23114,FLINK-8176,Collect,Dispatcher does not start SubmittedJobGraphStore
23115,FLINK-8177,Collect,Flink cannot be built for Hadoop 2.9.0
23116,FLINK-8186,Collect,AvroInputFormat regression: fails to deserialize GenericRecords on standalone cluster with hadoop27 compat
23117,FLINK-8194,Collect,Disable akka.actor.warn-about-java-serializer-usage to suppress akka warnings when using the Java serializer
23118,FLINK-8198,Collect,Useless check against -1 in LimitedConnectionsFileSystem#fromConfig
23119,FLINK-8200,Collect,RocksDBAsyncSnapshotTest should use temp fold instead of fold with fixed name
23120,FLINK-8201,Collect,YarnResourceManagerTest causes license checking failure
23121,FLINK-8203,Collect,Make schema definition of DataStream/DataSet to Table conversion more flexible
23122,FLINK-8204,Collect,Failing JobManagerLeaderSessionIDITCase on Travis
23123,FLINK-8213,Collect,Prevent potential metric-related ClassCastExceptions
23124,FLINK-8215,Collect,Support implicit type widening for array/map constructors in SQL
23125,FLINK-8224,Collect,Should shudownApplication when job terminated in job mode
23126,FLINK-8226,Collect,Dangling reference generated after NFA clean up timed out SharedBufferEntry
23127,FLINK-8227,Collect,Optimize the performance of SharedBufferSerializer
23128,FLINK-8230,Collect,NPE in OrcRowInputFormat on nested structs
23129,FLINK-8237,Collect,BucketingSink throws NPE when Writer.duplicate returns null
23130,FLINK-8242,Collect,ClassCastException in OrcTableSource.toOrcPredicate
23131,FLINK-8249,Collect,Kinesis Producer didnt configure region
23132,FLINK-8255,Collect,Key expressions on named row types do not work
23133,FLINK-8262,Collect,IndividualRestartsConcurrencyTest.testLocalFailureFailsPendingCheckpoints fails on Travis
23134,FLINK-8268,Collect,Test instability for  TwoPhaseCommitSinkFunctionTest 
23135,FLINK-8274,Collect,Fix Java 64K method compiling limitation for CommonCalc
23136,FLINK-8275,Collect,Flink YARN deployment with Kerberos enabled not working 
23137,FLINK-828,Collect,Add Java example program with Accumulators
23138,FLINK-8283,Collect,FlinkKafkaConsumerBase failing on Travis with no output in 10min
23139,FLINK-8286,Collect,Fix Flink-Yarn-Kerberos integration for FLIP-6
23140,FLINK-8288,Collect,Register the web interface url to yarn for yarn job mode
23141,FLINK-8298,Collect,Shutdown MockEnvironment
23142,FLINK-8306,Collect,FlinkKafkaConsumerBaseTest has invalid mocks on final methods
23143,FLINK-8312,Collect,Fix ScalarFunction varargs length exceeds 254 for SQL
23144,FLINK-8325,Collect,"Add COUNT AGG support constant parameter, i.e. COUNT(*), COUNT(1) "
23145,FLINK-8326,Collect,CheckpointCoordinatorTest#testRestoreLatestCheckpointedStateScaleOut() didn t use the correct parameter to trigger test function
23146,FLINK-8331,Collect,FieldParsers do not correctly set EMPT_COLUMN error state
23147,FLINK-8352,Collect,Flink UI Reports No Error on Job Submission Failures
23148,FLINK-8355,Collect,DataSet Should not union a NULL row for AGG without GROUP BY clause.
23149,FLINK-836,Collect,Integration of the CachedBuildSideMatchDriver into the optimizer
23150,FLINK-8366,Collect,Use Row instead of String as key when process upsert results
23151,FLINK-8371,Collect,Buffers are not recycled in a non-spilled SpillableSubpartition upon release
23152,FLINK-8373,Collect,Inconsistencies in some FileSystem directory functions
23153,FLINK-8374,Collect,Unstable Yarn tests due to Akka Shutdown Exception Logging
23154,FLINK-8385,Collect,Fix exceptions in AbstractEventTimeWindowCheckpointingITCase
